id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
hanze-321,1983-05-25T12:00:00Z,day,51.11,10.39,country,Germany (DE117;DE122;DE125;DEA11;DEA22;DEA23;DEB11;DEB17;DEB1C;DEB21;),river flood — Heavy rainfall,6,hanze,HANZE v3.0.1b id 321; end 1983-05-31; persons affected n/a
hanze-6016,1983-06-14T12:00:00Z,day,51.11,10.39,country,Germany (DE21D;DE273),flash flood — Extreme rainfall up to 63 mm in 24 h,0,hanze,HANZE v3.0.1b id 6016; end 1983-06-14; persons affected n/a
hanze-322,1984-02-06T12:00:00Z,day,51.11,10.39,country,Germany (DE721;DE722;DE724;DEA22;DEA2C;DEA2D;DEA57;DEA5A;DEB13;DEB1A;),river flood — Heavy rainfall and snowmelt,3,hanze,HANZE v3.0.1b id 322; end 1984-02-10; persons affected n/a
hanze-323,1984-06-21T12:00:00Z,day,51.11,10.39,country,Germany (DE11B),flash flood — Extreme rainfall up to 200 mm in 3 h,0,hanze,HANZE v3.0.1b id 323; end 1984-06-21; persons affected 7000
hanze-2935,1984-08-11T12:00:00Z,day,51.11,10.39,country,Germany (DE114),flash flood — Extreme rainfall up to 58 mm in 24 h,0,hanze,HANZE v3.0.1b id 2935; end 1984-08-11; persons affected 600
hanze-6018,1984-08-15T12:00:00Z,day,51.11,10.39,country,Germany (DE135),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 6018; end 1984-08-15; persons affected 240
hanze-2720,1985-07-06T12:00:00Z,day,51.11,10.39,country,Germany (DEA2D),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2720; end 1985-07-07; persons affected n/a
hanze-324,1986-04-30T12:00:00Z,day,51.11,10.39,country,Germany (DE112;DE113;DE114),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 324; end 1986-04-30; persons affected n/a
hanze-325,1988-03-17T12:00:00Z,day,51.11,10.39,country,Germany (DED21;DEE0C),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 325; end 1988-03-28; persons affected n/a
hanze-326,1988-03-26T12:00:00Z,day,51.11,10.39,country,Germany (DE222;DE223;DE228;DE232;DE245;DE252;DE25B;DE263;DE267;DE268;),river flood — Heavy rainfall,6,hanze,HANZE v3.0.1b id 326; end 1988-04-04; persons affected 3500
hanze-327,1990-02-13T12:00:00Z,day,51.11,10.39,country,Germany (DE13A),river flood — Heavy rainfall and snowmelt,3,hanze,HANZE v3.0.1b id 327; end 1990-02-19; persons affected n/a
hanze-328,1990-05-09T12:00:00Z,day,51.11,10.39,country,Germany (DE71D;DE725),flash flood — Extreme rainfall up to 48 mm in 30 min,2,hanze,HANZE v3.0.1b id 328; end 1990-05-09; persons affected n/a
hanze-2752,1990-02-13T12:00:00Z,day,51.11,10.39,country,Germany (DE136;DE21J),river flood — Heavy rainfall and snowmelt,1,hanze,HANZE v3.0.1b id 2752; end 1990-02-19; persons affected n/a
hanze-329,1991-08-01T12:00:00Z,day,51.11,10.39,country,Germany (DE222;DE224;DE228;DE22B;DE235;DE238),river flood — Heavy rainfall up to 60 mm in 36 h,5,hanze,HANZE v3.0.1b id 329; end 1991-08-05; persons affected n/a
hanze-6021,1992-06-10T12:00:00Z,day,51.11,10.39,country,Germany (DE273;DE27E),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 6021; end 1992-06-11; persons affected n/a
hanze-6022,1992-07-06T12:00:00Z,day,51.11,10.39,country,Germany (DED43),flash flood — Extreme rainfall up to 170 mm in 3.5 h,1,hanze,HANZE v3.0.1b id 6022; end 1992-07-06; persons affected n/a
hanze-330,1993-12-20T12:00:00Z,day,51.11,10.39,country,Germany (DE115;DE122;DE125;DE254;DE25A;DE25B;DEA1B;DEA22;DEA23;DEA2C;),river flood — Heavy rainfall and snowmelt,5,hanze,HANZE v3.0.1b id 330; end 1994-01-10; persons affected 100000
hanze-331,1994-04-13T12:00:00Z,day,51.11,10.39,country,Germany (DEE02;DEE08;DEE09;DEE0A;DEE0B;DEE0C;DEG03;DEG05;DEG0G;DEG0U;),river flood — Heavy rainfall and snowmelt,2,hanze,HANZE v3.0.1b id 331; end 1994-04-18; persons affected n/a
