id,time,date_precision,latitude,longitude,loc_precision,place,cause,deaths,tier,notes
hanze-856,1983-09-11T12:00:00Z,day,42.8,12.07,country,Italy (ITC14;ITH42),flash flood — Extreme rainfall,6,hanze,HANZE v3.0.1b id 856; end 1983-09-11; persons affected n/a
hanze-857,1983-11-07T12:00:00Z,day,42.8,12.07,country,Italy (ITG2D;ITG2H),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 857; end 1983-11-08; persons affected 650
hanze-858,1984-02-26T12:00:00Z,day,42.8,12.07,country,Italy (ITI43),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 858; end 1984-03-01; persons affected 413
hanze-859,1984-08-23T12:00:00Z,day,42.8,12.07,country,Italy (ITC33;ITC34),flash flood — Extreme rainfall up to 500 mm in 24 h,1,hanze,HANZE v3.0.1b id 859; end 1984-08-24; persons affected n/a
hanze-860,1984-08-30T12:00:00Z,day,42.8,12.07,country,Italy (ITF35),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 860; end 1984-08-31; persons affected n/a
hanze-861,1984-10-20T12:00:00Z,day,42.8,12.07,country,Italy (ITG2E),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 861; end 1984-10-20; persons affected n/a
hanze-862,1984-12-29T12:00:00Z,day,42.8,12.07,country,Italy (ITF51;ITF52;ITG15;ITG17;ITG19),compound river/coastal flood — Heavy rainfall and snowmelt (two waves); storm surge in Sicily,3,hanze,HANZE v3.0.1b id 862; end 1985-01-16; persons affected n/a
hanze-2696,1984-02-25T12:00:00Z,day,42.8,12.07,country,Italy (ITI21;ITI22),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2696; end 1984-02-27; persons affected n/a
hanze-863,1985-01-18T12:00:00Z,day,42.8,12.07,country,Italy (ITC11),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 863; end 1985-01-18; persons affected n/a
hanze-864,1985-11-18T12:00:00Z,day,42.8,12.07,country,Italy (ITF32;ITF33;ITF34),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 864; end 1985-11-29; persons affected 500
hanze-865,1986-01-30T12:00:00Z,day,42.8,12.07,country,Italy (ITI22;ITI43),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 865; end 1986-02-03; persons affected 670
hanze-866,1986-01-31T12:00:00Z,day,42.8,12.07,country,Italy (ITH34;ITH35;ITH37;ITI32),compound river/coastal flood — Storm surge (acqua alta) up to 159 cm and heavy rainfall,6,hanze,HANZE v3.0.1b id 866; end 1986-02-02; persons affected n/a
hanze-867,1986-06-04T12:00:00Z,day,42.8,12.07,country,Italy (ITH41;ITH42),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 867; end 1986-06-05; persons affected n/a
hanze-868,1986-06-23T12:00:00Z,day,42.8,12.07,country,Italy (ITH10),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 868; end 1986-06-23; persons affected n/a
hanze-869,1986-07-20T12:00:00Z,day,42.8,12.07,country,Italy (ITG2F;ITG2G),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 869; end 1986-07-20; persons affected 400
hanze-870,1986-10-13T12:00:00Z,day,42.8,12.07,country,Italy (ITG2F;ITG2H),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 870; end 1986-10-14; persons affected n/a
hanze-871,1986-11-03T12:00:00Z,day,42.8,12.07,country,Italy (ITF44),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 871; end 1986-11-04; persons affected 1000
hanze-872,1986-11-13T12:00:00Z,day,42.8,12.07,country,Italy (ITG2F;ITG2H),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 872; end 1986-11-13; persons affected n/a
hanze-873,1987-01-11T12:00:00Z,day,42.8,12.07,country,Italy (ITG2D;ITG2G;ITG2H),compound river/coastal flood — Heavy rainfall and storm surge,0,hanze,HANZE v3.0.1b id 873; end 1987-01-13; persons affected 200
hanze-874,1987-07-01T12:00:00Z,day,42.8,12.07,country,Italy (ITC33),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 874; end 1987-07-01; persons affected n/a
hanze-875,1987-07-18T12:00:00Z,day,42.8,12.07,country,Italy (ITC42;ITC44;ITC46),flash flood — Extreme rainfall up to 305 mm in 24 h,53,hanze,HANZE v3.0.1b id 875; end 1987-07-19; persons affected 3000
hanze-876,1987-07-23T12:00:00Z,day,42.8,12.07,country,Italy (ITH10),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 876; end 1987-07-23; persons affected n/a
hanze-877,1987-08-24T12:00:00Z,day,42.8,12.07,country,Italy (ITH52),river flood — Heavy rainfall,2,hanze,HANZE v3.0.1b id 877; end 1987-08-26; persons affected n/a
hanze-878,1987-08-23T12:00:00Z,day,42.8,12.07,country,Italy (ITC44;ITC47),river flood — Heavy rainfall up to 100 mm in 30 h,1,hanze,HANZE v3.0.1b id 878; end 1987-08-28; persons affected n/a
hanze-879,1987-08-24T12:00:00Z,day,42.8,12.07,country,Italy (ITI12),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 879; end 1987-08-26; persons affected n/a
hanze-880,1987-10-29T12:00:00Z,day,42.8,12.07,country,Italy (ITI41;ITI43),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 880; end 1987-10-30; persons affected 180
hanze-2362,1987-01-12T12:00:00Z,day,42.8,12.07,country,Italy (ITF33;ITF35),compound river/coastal flood — Heavy rainfall and storm surge (150 km/h winds),3,hanze,HANZE v3.0.1b id 2362; end 1987-01-16; persons affected 80
hanze-2697,1987-10-06T12:00:00Z,day,42.8,12.07,country,Italy (ITG2G;ITH41),flash flood — Extreme rainfall up to 325 mm in 24 h,0,hanze,HANZE v3.0.1b id 2697; end 1987-10-07; persons affected n/a
hanze-881,1988-02-26T12:00:00Z,day,42.8,12.07,country,Italy (ITC12),flash flood — Extreme rainfall,7,hanze,HANZE v3.0.1b id 881; end 1988-02-26; persons affected n/a
hanze-882,1988-06-27T12:00:00Z,day,42.8,12.07,country,Italy (ITG2D),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 882; end 1988-06-27; persons affected n/a
hanze-883,1988-08-20T12:00:00Z,day,42.8,12.07,country,Italy (ITG12),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 883; end 1988-08-20; persons affected n/a
hanze-2698,1988-06-17T12:00:00Z,day,42.8,12.07,country,Italy (ITH52),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2698; end 1988-06-17; persons affected n/a
hanze-884,1989-07-11T12:00:00Z,day,42.8,12.07,country,Italy (ITH20),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 884; end 1989-07-11; persons affected n/a
hanze-885,1989-12-31T12:00:00Z,day,42.8,12.07,country,Italy (ITG18;ITG19),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 885; end 1990-01-01; persons affected n/a
hanze-886,1990-06-07T12:00:00Z,day,42.8,12.07,country,Italy (ITC47),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 886; end 1990-06-08; persons affected n/a
hanze-887,1990-11-13T12:00:00Z,day,42.8,12.07,country,Italy (ITG19),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 887; end 1990-11-13; persons affected n/a
hanze-888,1990-11-25T12:00:00Z,day,42.8,12.07,country,Italy (ITI12;ITI13;ITI16),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 888; end 1990-11-26; persons affected 720
hanze-2363,1990-12-10T12:00:00Z,day,42.8,12.07,country,Italy (ITI31;ITI32;ITI34;ITI35),compound river/coastal flood — Heavy rainfall; snowmelt and storm surge blocking outflow,0,hanze,HANZE v3.0.1b id 2363; end 1990-12-14; persons affected n/a
hanze-889,1991-04-05T12:00:00Z,day,42.8,12.07,country,Italy (ITG13),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 889; end 1991-04-05; persons affected n/a
hanze-890,1991-10-12T12:00:00Z,day,42.8,12.07,country,Italy (ITG14;ITG15;ITG16;ITI12;ITI16;ITI17),flash flood — Extreme rainfall,14,hanze,HANZE v3.0.1b id 890; end 1991-10-12; persons affected n/a
hanze-891,1991-10-19T12:00:00Z,day,42.8,12.07,country,Italy (ITI44),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 891; end 1991-10-19; persons affected n/a
hanze-892,1991-11-15T12:00:00Z,day,42.8,12.07,country,Italy (ITI12;ITI13;ITI14;ITI18),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 892; end 1991-11-16; persons affected n/a
hanze-893,1991-11-16T12:00:00Z,day,42.8,12.07,country,Italy (ITI21;ITI43;ITI45),flash flood — Extreme rainfall up to 100 mm in 24 h,2,hanze,HANZE v3.0.1b id 893; end 1991-11-17; persons affected n/a
hanze-2744,1991-06-17T12:00:00Z,day,42.8,12.07,country,Italy (ITC42;ITC44;ITC46;ITH10;ITH20),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 2744; end 1991-06-18; persons affected n/a
hanze-2745,1991-11-22T12:00:00Z,day,42.8,12.07,country,Italy (ITI31;ITI32;ITI33),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2745; end 1991-11-25; persons affected n/a
hanze-894,1992-04-10T12:00:00Z,day,42.8,12.07,country,Italy (ITF11;ITF12;ITF13;ITF14),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 894; end 1992-04-10; persons affected n/a
hanze-895,1992-04-10T12:00:00Z,day,42.8,12.07,country,Italy (ITI33;ITI34;ITI35),river flood — Heavy rainfall up to 300 mm in 3 days,0,hanze,HANZE v3.0.1b id 895; end 1992-04-13; persons affected 200
hanze-896,1992-06-02T12:00:00Z,day,42.8,12.07,country,Italy (ITC41),flash flood — Extreme rainfall up to 120 mm in 5 hours,1,hanze,HANZE v3.0.1b id 896; end 1992-06-02; persons affected n/a
hanze-897,1992-07-11T12:00:00Z,day,42.8,12.07,country,Italy (ITI12),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 897; end 1992-07-11; persons affected n/a
hanze-898,1992-09-22T12:00:00Z,day,42.8,12.07,country,Italy (ITC18;ITC32),flash flood — Extreme rainfall,5,hanze,HANZE v3.0.1b id 898; end 1992-09-22; persons affected n/a
hanze-899,1992-09-28T12:00:00Z,day,42.8,12.07,country,Italy (ITC33),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 899; end 1992-09-28; persons affected n/a
hanze-900,1992-10-17T12:00:00Z,day,42.8,12.07,country,Italy (ITI12;ITI14;ITI15;ITI17;ITI18),river flood — Heavy rainfall throughout the month (more that 500 mm),3,hanze,HANZE v3.0.1b id 900; end 1992-10-31; persons affected 3530
hanze-901,1992-11-02T12:00:00Z,day,42.8,12.07,country,Italy (ITI43),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 901; end 1992-11-02; persons affected n/a
hanze-2746,1992-10-06T12:00:00Z,day,42.8,12.07,country,Italy (ITC11;ITC20),river flood — Heavy rainfall up to 235 mm in 6 days,1,hanze,HANZE v3.0.1b id 2746; end 1992-10-06; persons affected n/a
hanze-902,1993-08-20T12:00:00Z,day,42.8,12.07,country,Italy (ITF34),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 902; end 1993-08-20; persons affected n/a
hanze-903,1993-09-23T12:00:00Z,day,42.8,12.07,country,Italy (ITC11;ITC20;ITC33;ITC42;ITC48;ITC4A;ITC4B;ITC4C;ITC4D),river flood — Heavy rainfall; up to 525 mm in 4 days in Genoa,9,hanze,HANZE v3.0.1b id 903; end 1993-10-01; persons affected 1500
hanze-904,1993-10-08T12:00:00Z,day,42.8,12.07,country,Italy (ITI14;ITI17),flash flood — Extreme rainfall up to 50 mm in 4 h,3,hanze,HANZE v3.0.1b id 904; end 1993-10-09; persons affected 800
hanze-905,1993-10-31T12:00:00Z,day,42.8,12.07,country,Italy (ITG14;ITG2F;ITG2H),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 905; end 1993-11-02; persons affected n/a
hanze-906,1993-11-03T12:00:00Z,day,42.8,12.07,country,Italy (ITF45),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 906; end 1993-11-04; persons affected n/a
hanze-907,1993-11-25T12:00:00Z,day,42.8,12.07,country,Italy (ITG17;ITG19),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 907; end 1993-11-25; persons affected n/a
hanze-908,1993-12-26T12:00:00Z,day,42.8,12.07,country,Italy (ITF31;ITF32;ITF34;ITF35),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 908; end 1993-12-26; persons affected 150
hanze-2747,1993-10-08T12:00:00Z,day,42.8,12.07,country,Italy (ITC16;ITC18;ITC47;ITH42),flash flood — Extreme rainfall up to 70 mm in 24 h,2,hanze,HANZE v3.0.1b id 2747; end 1993-10-09; persons affected n/a
hanze-909,1994-02-18T12:00:00Z,day,42.8,12.07,country,Italy (ITG11),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 909; end 1994-02-18; persons affected n/a
hanze-910,1994-09-02T12:00:00Z,day,42.8,12.07,country,Italy (ITH52),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 910; end 1994-09-02; persons affected n/a
hanze-911,1994-09-22T12:00:00Z,day,42.8,12.07,country,Italy (ITI12),flash flood — Extreme rainfall up to 115 mm in 6 h,1,hanze,HANZE v3.0.1b id 911; end 1994-09-22; persons affected n/a
hanze-912,1994-11-01T12:00:00Z,day,42.8,12.07,country,Italy (ITC11;ITC12;ITC13;ITC16;ITC17;ITC18;ITC31;ITC32;ITC48;ITC49;),river flood — Heavy rainfall up to 220 mm in 36 h; up to 55 mm in 1 h,46,hanze,HANZE v3.0.1b id 912; end 1994-11-10; persons affected 17300
hanze-913,1994-11-07T12:00:00Z,day,42.8,12.07,country,Italy (ITI11),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 913; end 1994-11-07; persons affected 2000
hanze-914,1995-03-13T12:00:00Z,day,42.8,12.07,country,Italy (ITG17),flash flood — Extreme rainfall up to 351 mm in 6 h,6,hanze,HANZE v3.0.1b id 914; end 1995-03-13; persons affected n/a
hanze-915,1995-05-31T12:00:00Z,day,42.8,12.07,country,Italy (ITH36),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 915; end 1995-06-12; persons affected n/a
hanze-916,1995-08-14T12:00:00Z,day,42.8,12.07,country,Italy (ITF51;ITF62;ITF63;ITF65),river flood — Heavy rainfall,3,hanze,HANZE v3.0.1b id 916; end 1995-08-18; persons affected n/a
hanze-918,1995-09-07T12:00:00Z,day,42.8,12.07,country,Italy (ITC32),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 918; end 1995-09-08; persons affected n/a
hanze-919,1995-09-12T12:00:00Z,day,42.8,12.07,country,Italy (ITC41;ITC42;ITC4C),river flood — Heavy rainfall up to 376 mm in 30 h,1,hanze,HANZE v3.0.1b id 919; end 1995-09-13; persons affected n/a
hanze-920,1995-09-19T12:00:00Z,day,42.8,12.07,country,Italy (ITH43),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 920; end 1995-09-19; persons affected n/a
hanze-921,1995-10-04T12:00:00Z,day,42.8,12.07,country,Italy (ITC33;ITI16;ITI1A),flash flood — Extreme rainfall up to 225 mm in 7 h,1,hanze,HANZE v3.0.1b id 921; end 1995-10-07; persons affected n/a
hanze-922,1996-06-19T12:00:00Z,day,42.8,12.07,country,Italy (ITI12),flash flood — Extreme rainfall up to 478 mm in 13 h,1,hanze,HANZE v3.0.1b id 922; end 1996-06-20; persons affected 1500
hanze-923,1996-06-22T12:00:00Z,day,42.8,12.07,country,Italy (ITH42),flash flood — Extreme rainfall up to 180 mm in 18 h,1,hanze,HANZE v3.0.1b id 923; end 1996-06-22; persons affected 325
hanze-924,1996-07-08T12:00:00Z,day,42.8,12.07,country,Italy (ITC14;ITC15),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 924; end 1996-07-08; persons affected 145
hanze-925,1996-08-11T12:00:00Z,day,42.8,12.07,country,Italy (ITI12),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 925; end 1996-08-12; persons affected n/a
hanze-926,1996-10-03T12:00:00Z,day,42.8,12.07,country,Italy (ITF63;ITF65),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 926; end 1996-10-03; persons affected 300
hanze-927,1996-10-06T12:00:00Z,day,42.8,12.07,country,Italy (ITH53;ITH54;ITH55;ITH57;ITH58;ITH59),river flood — Heavy rainfall up to 180 mm in 36 h,2,hanze,HANZE v3.0.1b id 927; end 1996-10-08; persons affected 2000
hanze-928,1996-10-14T12:00:00Z,day,42.8,12.07,country,Italy (ITF62),flash flood — Extreme rainfall up to 120 mm in 3 h,6,hanze,HANZE v3.0.1b id 928; end 1996-10-14; persons affected 1600
hanze-929,1996-10-15T12:00:00Z,day,42.8,12.07,country,Italy (ITC48;ITC4C;ITC4D),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 929; end 1996-10-18; persons affected n/a
hanze-930,1996-11-13T12:00:00Z,day,42.8,12.07,country,Italy (ITC14;ITC47;ITF11;ITF35;ITG2H;ITH35;ITH42;ITI43),river flood — Heavy rainfall (several waves),0,hanze,HANZE v3.0.1b id 930; end 1996-11-27; persons affected 810
hanze-2748,1996-01-13T12:00:00Z,day,42.8,12.07,country,Italy (ITG16),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 2748; end 1996-01-13; persons affected n/a
hanze-2749,1996-10-06T12:00:00Z,day,42.8,12.07,country,Italy (ITC16),river flood — Heavy rainfall up to 340 mm in 2 days,2,hanze,HANZE v3.0.1b id 2749; end 1996-10-11; persons affected 200
hanze-931,1997-06-27T12:00:00Z,day,42.8,12.07,country,Italy (ITC42;ITC44;ITC46;ITH31),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 931; end 1997-06-30; persons affected 483
hanze-932,1997-12-04T12:00:00Z,day,42.8,12.07,country,Italy (ITG17),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 932; end 1997-12-04; persons affected n/a
hanze-933,1998-05-04T12:00:00Z,day,42.8,12.07,country,Italy (ITF31),flash flood — Extreme rainfall up to 140 mm in 48 h,1,hanze,HANZE v3.0.1b id 933; end 1998-05-06; persons affected 35
hanze-934,1998-09-05T12:00:00Z,day,42.8,12.07,country,Italy (ITF33;ITF34;ITF35),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 934; end 1998-09-14; persons affected 350
hanze-935,1998-09-27T12:00:00Z,day,42.8,12.07,country,Italy (ITG13),river flood — Heavy rainfall,4,hanze,HANZE v3.0.1b id 935; end 1998-09-29; persons affected n/a
hanze-936,1998-09-29T12:00:00Z,day,42.8,12.07,country,Italy (ITC31;ITI12),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 936; end 1998-09-29; persons affected n/a
hanze-937,1998-10-06T12:00:00Z,day,42.8,12.07,country,Italy (ITH34;ITH36),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 937; end 1998-10-09; persons affected 270
hanze-938,1999-09-28T12:00:00Z,day,42.8,12.07,country,Italy (ITI41),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 938; end 1999-09-28; persons affected n/a
hanze-939,1999-10-23T12:00:00Z,day,42.8,12.07,country,Italy (ITC31;ITC33),flash flood — Extreme rainfall up to 100 mm in 12 h,0,hanze,HANZE v3.0.1b id 939; end 1999-10-24; persons affected n/a
hanze-940,1999-11-12T12:00:00Z,day,42.8,12.07,country,Italy (ITG2E;ITG2F;ITG2H),flash flood — Extreme rainfall up to 56 mm in 2 h,2,hanze,HANZE v3.0.1b id 940; end 1999-11-13; persons affected 800
hanze-941,1999-12-14T12:00:00Z,day,42.8,12.07,country,Italy (ITF31;ITF32;ITF34;ITF35;ITI33;ITI42;ITI43;ITI45),river flood — Heavy rainfall up to 135 mm in 2 days,6,hanze,HANZE v3.0.1b id 941; end 1999-12-18; persons affected 815
hanze-2750,1999-08-07T12:00:00Z,day,42.8,12.07,country,Italy (ITC44),flash flood — Extreme rainfall,3,hanze,HANZE v3.0.1b id 2750; end 1999-08-07; persons affected n/a
hanze-942,2000-09-08T12:00:00Z,day,42.8,12.07,country,Italy (ITF63;ITF65),river flood — Heavy rainfall up to 402 mm in 3 days,13,hanze,HANZE v3.0.1b id 942; end 2000-09-10; persons affected 700
hanze-943,2000-09-29T12:00:00Z,day,42.8,12.07,country,Italy (ITF65),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 943; end 2000-10-03; persons affected 1350
hanze-944,2000-10-13T12:00:00Z,day,42.8,12.07,country,Italy (ITC11;ITC12;ITC14;ITC18;ITC20;ITC48;ITC49;ITC4A;ITC4B;ITH10;),river flood — Heavy rainfall up to 740 mm in 4 days,34,hanze,HANZE v3.0.1b id 944; end 2000-10-16; persons affected 43000
hanze-945,2000-11-06T12:00:00Z,day,42.8,12.07,country,Italy (ITC31;ITC32;ITC46;ITC48;ITH10;ITH42;ITI11;ITI12;ITI13),river flood — Heavy rainfall,6,hanze,HANZE v3.0.1b id 945; end 2000-11-26; persons affected 5600
hanze-947,2000-12-27T12:00:00Z,day,42.8,12.07,country,Italy (ITF31;ITF33;ITF35),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 947; end 2000-12-31; persons affected 1525
hanze-948,2001-09-14T12:00:00Z,day,42.8,12.07,country,Italy (ITF33),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 948; end 2001-09-15; persons affected n/a
hanze-2810,2001-05-26T12:00:00Z,day,42.8,12.07,country,Italy (ITG13),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2810; end 2001-05-26; persons affected 120
hanze-949,2002-04-21T12:00:00Z,day,42.8,12.07,country,Italy (ITF14;ITF22),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 949; end 2002-04-21; persons affected n/a
hanze-950,2002-08-19T12:00:00Z,day,42.8,12.07,country,Italy (ITG16),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 950; end 2002-08-19; persons affected n/a
hanze-951,2002-09-04T12:00:00Z,day,42.8,12.07,country,Italy (ITI16),flash flood — Extreme rainfall,1,hanze,HANZE v3.0.1b id 951; end 2002-09-04; persons affected n/a
hanze-952,2002-11-17T12:00:00Z,day,42.8,12.07,country,Italy (ITC18;ITC33;ITC42;ITC44;ITC49;ITC4C;ITC4D;ITH20;ITH34;ITH35;),river flood — Heavy rainfall up to 536 mm in 36 h,2,hanze,HANZE v3.0.1b id 952; end 2002-12-07; persons affected 10000
hanze-2811,2002-05-02T12:00:00Z,day,42.8,12.07,country,Italy (ITC15;ITC41;ITC46),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2811; end 2002-05-04; persons affected 473
hanze-2812,2002-07-15T12:00:00Z,day,42.8,12.07,country,Italy (ITC16),river flood — Heavy rainfall,1,hanze,HANZE v3.0.1b id 2812; end 2002-07-15; persons affected 150
hanze-954,2003-01-23T12:00:00Z,day,42.8,12.07,country,Italy (ITF13;ITF14;ITF21;ITF22;ITF46;ITF51),river flood — Heavy rainfall up to 354 mm in 24 h,1,hanze,HANZE v3.0.1b id 954; end 2003-01-26; persons affected 40000
hanze-955,2003-06-08T12:00:00Z,day,42.8,12.07,country,Italy (ITF46),flash flood — Extreme rainfall,2,hanze,HANZE v3.0.1b id 955; end 2003-06-08; persons affected n/a
hanze-956,2003-08-29T12:00:00Z,day,42.8,12.07,country,Italy (ITH42),flash flood — Extreme rainfall up to 400 mm in 4 h,2,hanze,HANZE v3.0.1b id 956; end 2003-08-30; persons affected 5000
hanze-957,2003-09-08T12:00:00Z,day,42.8,12.07,country,Italy (ITF43),flash flood — Extreme rainfall up to 224 mm in 3 h,2,hanze,HANZE v3.0.1b id 957; end 2003-09-10; persons affected 4900
hanze-958,2003-09-09T12:00:00Z,day,42.8,12.07,country,Italy (ITF33),flash flood — Extreme rainfall up to 87 mm in 4 h,1,hanze,HANZE v3.0.1b id 958; end 2003-09-09; persons affected n/a
hanze-959,2003-09-14T12:00:00Z,day,42.8,12.07,country,Italy (ITG17;ITG19),river flood — Heavy rainfall up to 642 mm in 5 days,0,hanze,HANZE v3.0.1b id 959; end 2003-09-18; persons affected 30000
hanze-960,2003-09-23T12:00:00Z,day,42.8,12.07,country,Italy (ITI11;ITI12;ITI17),flash flood — Extreme rainfall up to 333 mm in 20 h,1,hanze,HANZE v3.0.1b id 960; end 2003-09-24; persons affected 10000
hanze-961,2003-10-15T12:00:00Z,day,42.8,12.07,country,Italy (ITG17),river flood — Heavy rainfall up to 109 mm in 24 h,1,hanze,HANZE v3.0.1b id 961; end 2003-10-18; persons affected n/a
hanze-962,2003-12-11T12:00:00Z,day,42.8,12.07,country,Italy (ITF62;ITF64;ITF65),river flood — Heavy rainfall up to 320 mm in 24 h,1,hanze,HANZE v3.0.1b id 962; end 2003-12-13; persons affected n/a
hanze-2813,2003-09-29T12:00:00Z,day,42.8,12.07,country,Italy (ITH42),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2813; end 2003-09-29; persons affected 200
hanze-963,2004-12-06T12:00:00Z,day,42.8,12.07,country,Italy (ITG2D;ITG2E;ITG2H),river flood — Heavy rainfall up to 250 mm in 24 h,1,hanze,HANZE v3.0.1b id 963; end 2004-12-09; persons affected 15000
hanze-2417,2004-10-24T12:00:00Z,day,42.8,12.07,country,Italy (ITF14),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2417; end 2004-10-24; persons affected 6000
hanze-2418,2004-10-29T12:00:00Z,day,42.8,12.07,country,Italy (ITH41;ITH42;ITI18;ITI19;ITI1A),flash flood — Extreme rainfall up to 180 mm in 2 h,0,hanze,HANZE v3.0.1b id 2418; end 2004-11-01; persons affected 18000
hanze-2419,2004-11-09T12:00:00Z,day,42.8,12.07,country,Italy (ITF43;ITF45;ITF47;ITF52;ITF61;ITF62;ITF63;ITF65),river flood — Heavy rainfall up to 162 mm in 24 h,1,hanze,HANZE v3.0.1b id 2419; end 2004-11-14; persons affected 60000
hanze-2420,2004-12-04T12:00:00Z,day,42.8,12.07,country,Italy (ITI22;ITI41;ITI43),river flood — Heavy rainfall up to 84 mm in 24 h,0,hanze,HANZE v3.0.1b id 2420; end 2004-12-07; persons affected n/a
hanze-965,2005-10-22T12:00:00Z,day,42.8,12.07,country,Italy (ITF35;ITF44;ITF47;ITG17),river flood — Heavy rainfall up to 270 mm in 24 h,7,hanze,HANZE v3.0.1b id 965; end 2005-10-24; persons affected n/a
hanze-2421,2005-03-04T12:00:00Z,day,42.8,12.07,country,Italy (ITF34;ITF35),flash flood — Extreme rainfall,4,hanze,HANZE v3.0.1b id 2421; end 2005-03-05; persons affected n/a
hanze-2422,2005-03-04T12:00:00Z,day,42.8,12.07,country,Italy (ITF22;ITF46),river flood — Heavy rainfall,0,hanze,HANZE v3.0.1b id 2422; end 2005-03-06; persons affected n/a
hanze-2423,2005-11-14T12:00:00Z,day,42.8,12.07,country,Italy (ITI16;ITI19;ITI1A;ITI41;ITI45),river flood — Heavy rainfall up to 185 mm in 24 h,0,hanze,HANZE v3.0.1b id 2423; end 2005-11-16; persons affected n/a
hanze-2424,2005-12-03T12:00:00Z,day,42.8,12.07,country,Italy (ITI18),flash flood — Extreme rainfall,0,hanze,HANZE v3.0.1b id 2424; end 2005-12-03; persons affected n/a
hanze-2425,2005-12-12T12:00:00Z,day,42.8,12.07,country,Italy (ITG14;ITG16;ITG17;ITG19),river flood — Heavy rainfall up to 305 mm in 24 h,0,hanze,HANZE v3.0.1b id 2425; end 2005-12-14; persons affected n/a
